2.080733E+00 5.8780E+00
2.224304E+00 5.2957E+00
2.377781E+00 4.7581E+00
2.541848E+00 4.2769E+00
2.717235E+00 3.8470E+00
2.904724E+00 3.4633E+00
3.105150E+00 3.1014E+00
3.319406E+00 2.7637E+00
3.548445E+00 2.4650E+00
3.793288E+00 2.1976E+00
4.055024E+00 1.9496E+00
4.334821E+00 1.7317E+00
4.633924E+00 1.5402E+00
4.953664E+00 1.3670E+00
5.295467E+00 1.2121E+00
5.660855E+00 1.0758E+00
6.051453E+00 9.5563E-01
6.469004E+00 8.4971E-01
6.915365E+00 7.5624E-01
7.392525E+00 6.7369E-01
7.902609E+00 6.0071E-01
8.447890E+00 5.3613E-01
8.799322E+00 5.0037E-01
8.934005E+00 4.8721E-01
8.969921E+00 4.8340E-01
9.030794E+00 3.8582E+00
9.158478E+00 3.7540E+00
9.653919E+00 3.4054E+00
1.032004E+01 3.0504E+00
1.103212E+01 2.7462E+00
1.179334E+01 2.4736E+00
1.260708E+01 2.2129E+00
1.347697E+01 1.9766E+00
1.440688E+01 1.7631E+00
1.540095E+01 1.5712E+00
1.646362E+01 1.3994E+00
1.759961E+01 1.2463E+00
1.881398E+01 1.1059E+00
2.011215E+01 9.7986E-01
2.149988E+01 8.6826E-01
2.298338E+01 7.6945E-01
2.456923E+01 6.8155E-01
2.626450E+01 6.0363E-01
2.807676E+01 5.3216E-01
3.001405E+01 4.6847E-01
3.208502E+01 4.1242E-01
3.429889E+01 3.6310E-01
3.666551E+01 3.1969E-01
3.919543E+01 2.8131E-01
4.189992E+01 2.4628E-01
4.479101E+01 2.1563E-01
4.788159E+01 1.8880E-01
5.118542E+01 1.6531E-01
5.471721E+01 1.4475E-01
5.849270E+01 1.2675E-01
6.252870E+01 1.1098E-01
6.684318E+01 9.7185E-02
7.145536E+01 8.5104E-02
7.638578E+01 7.4527E-02
8.165640E+01 6.5180E-02
8.729069E+01 5.6834E-02
9.331374E+01 4.9559E-02
9.975239E+01 4.3217E-02
1.066353E+02 3.7687E-02
1.139931E+02 3.2866E-02
1.218587E+02 2.8662E-02
1.302669E+02 2.4997E-02
1.392553E+02 2.1801E-02
1.488640E+02 1.9015E-02
1.591356E+02 1.6585E-02
1.701159E+02 1.4466E-02
1.818539E+02 1.2618E-02
1.944018E+02 1.1006E-02
2.078156E+02 9.6007E-03
2.221548E+02 8.3749E-03
2.374835E+02 7.3058E-03
2.538699E+02 6.3734E-03
2.713869E+02 5.5601E-03
2.901126E+02 4.8507E-03
3.101304E+02 4.2319E-03
3.315294E+02 3.6922E-03
3.544049E+02 3.2214E-03
3.788588E+02 2.8106E-03
4.050001E+02 2.4524E-03
4.329451E+02 2.1398E-03
